REGION_CLASS	REGION_MEMBER	USED_MEMBER	USED_CLASS	SOURCE_TYPE
org.mockito.internal.stubbing.OngoingStubbingImpl	thenAnswer(org.mockito.stubbing.Answer)	strictness	org.mockito.internal.stubbing.OngoingStubbingImpl	SOURCE
org.mockito.internal.stubbing.OngoingStubbingImpl	thenAnswer(org.mockito.stubbing.Answer)	invocationContainer	org.mockito.internal.stubbing.OngoingStubbingImpl	SOURCE
org.mockito.internal.stubbing.OngoingStubbingImpl	getRegisteredInvocations()	invocationContainer	org.mockito.internal.stubbing.OngoingStubbingImpl	SOURCE
org.mockito.internal.stubbing.OngoingStubbingImpl	setStrictness(org.mockito.quality.Strictness)	strictness	org.mockito.internal.stubbing.OngoingStubbingImpl	SOURCE
org.mockito.internal.stubbing.OngoingStubbingImpl	setStrictness(org.mockito.quality.Strictness)	this	org.mockito.internal.stubbing.OngoingStubbingImpl	SOURCE
org.mockito.internal.stubbing.StubbingComparator	compare(org.mockito.stubbing.Stubbing,org.mockito.stubbing.Stubbing)	invocationComparator	org.mockito.internal.stubbing.StubbingComparator	SOURCE
org.mockito.internal.stubbing.answers.DoesNothing	doesNothing()	SINGLETON	org.mockito.internal.stubbing.answers.DoesNothing	SOURCE
org.mockito.internal.stubbing.StubberImpl	StubberImpl(org.mockito.quality.Strictness)	strictness	org.mockito.internal.stubbing.StubberImpl	SOURCE
org.mockito.internal.stubbing.StubberImpl	StubberImpl(org.mockito.quality.Strictness)	this	org.mockito.internal.stubbing.StubberImpl	SOURCE
org.mockito.internal.stubbing.StubberImpl	when(T)	answers	org.mockito.internal.stubbing.StubberImpl	SOURCE
org.mockito.internal.stubbing.StubberImpl	when(T)	strictness	org.mockito.internal.stubbing.StubberImpl	SOURCE
org.mockito.internal.stubbing.StubberImpl	doReturnValues(java.lang.Object[])	answers	org.mockito.internal.stubbing.StubberImpl	SOURCE
org.mockito.internal.stubbing.StubberImpl	doReturnValues(java.lang.Object[])	this	org.mockito.internal.stubbing.StubberImpl	SOURCE
org.mockito.internal.stubbing.StubberImpl	doReturnValues(java.lang.Object[])	answers	org.mockito.internal.stubbing.StubberImpl	SOURCE
org.mockito.internal.stubbing.StubberImpl	doReturnValues(java.lang.Object[])	this	org.mockito.internal.stubbing.StubberImpl	SOURCE
org.mockito.internal.stubbing.StubberImpl	doThrow(java.lang.Throwable[])	answers	org.mockito.internal.stubbing.StubberImpl	SOURCE
org.mockito.internal.stubbing.StubberImpl	doThrow(java.lang.Throwable[])	this	org.mockito.internal.stubbing.StubberImpl	SOURCE
org.mockito.internal.stubbing.StubberImpl	doThrow(java.lang.Throwable[])	answers	org.mockito.internal.stubbing.StubberImpl	SOURCE
org.mockito.internal.stubbing.StubberImpl	doThrow(java.lang.Throwable[])	this	org.mockito.internal.stubbing.StubberImpl	SOURCE
org.mockito.internal.stubbing.StubberImpl	doNothing()	answers	org.mockito.internal.stubbing.StubberImpl	SOURCE
org.mockito.internal.stubbing.StubberImpl	doNothing()	this	org.mockito.internal.stubbing.StubberImpl	SOURCE
org.mockito.internal.stubbing.StubberImpl	doAnswer(org.mockito.stubbing.Answer)	answers	org.mockito.internal.stubbing.StubberImpl	SOURCE
org.mockito.internal.stubbing.StubberImpl	doAnswer(org.mockito.stubbing.Answer)	this	org.mockito.internal.stubbing.StubberImpl	SOURCE
org.mockito.internal.stubbing.StubberImpl	doCallRealMethod()	answers	org.mockito.internal.stubbing.StubberImpl	SOURCE
org.mockito.internal.stubbing.StubberImpl	doCallRealMethod()	this	org.mockito.internal.stubbing.StubberImpl	SOURCE
org.mockito.internal.stubbing.answers.Returns	Returns(java.lang.Object)	value	org.mockito.internal.stubbing.answers.Returns	SOURCE
org.mockito.internal.stubbing.answers.Returns	Returns(java.lang.Object)	this	org.mockito.internal.stubbing.answers.Returns	SOURCE
org.mockito.internal.stubbing.answers.Returns	answer(org.mockito.invocation.InvocationOnMock)	value	org.mockito.internal.stubbing.answers.Returns	SOURCE
org.mockito.internal.stubbing.answers.Returns	printReturnType()	value	org.mockito.internal.stubbing.answers.Returns	SOURCE
org.mockito.internal.stubbing.answers.Returns	returnType()	value	org.mockito.internal.stubbing.answers.Returns	SOURCE
org.mockito.internal.stubbing.answers.Returns	returnsNull()	value	org.mockito.internal.stubbing.answers.Returns	SOURCE
org.mockito.internal.stubbing.answers.Returns	toString()	value	org.mockito.internal.stubbing.answers.Returns	SOURCE
org.mockito.Answers	Answers(org.mockito.stubbing.Answer)	implementation	org.mockito.Answers	SOURCE
org.mockito.Answers	Answers(org.mockito.stubbing.Answer)	this	org.mockito.Answers	SOURCE
org.mockito.Answers	get()	this	org.mockito.Answers	SOURCE
org.mockito.Answers	answer(org.mockito.invocation.InvocationOnMock)	implementation	org.mockito.Answers	SOURCE
org.mockito.internal.stubbing.answers.ReturnsArgumentAt	ReturnsArgumentAt(int)	LAST_ARGUMENT	org.mockito.internal.stubbing.answers.ReturnsArgumentAt	SOURCE
org.mockito.internal.stubbing.answers.ReturnsArgumentAt	ReturnsArgumentAt(int)	wantedArgumentPosition	org.mockito.internal.stubbing.answers.ReturnsArgumentAt	SOURCE
org.mockito.internal.stubbing.answers.ReturnsArgumentAt	ReturnsArgumentAt(int)	this	org.mockito.internal.stubbing.answers.ReturnsArgumentAt	SOURCE
org.mockito.internal.stubbing.answers.ReturnsArgumentAt	inferWantedArgumentPosition(org.mockito.invocation.InvocationOnMock)	wantedArgumentPosition	org.mockito.internal.stubbing.answers.ReturnsArgumentAt	SOURCE
org.mockito.internal.stubbing.answers.ReturnsArgumentAt	inferWantedArgumentPosition(org.mockito.invocation.InvocationOnMock)	LAST_ARGUMENT	org.mockito.internal.stubbing.answers.ReturnsArgumentAt	SOURCE
org.mockito.internal.stubbing.answers.ReturnsArgumentAt	inferWantedArgumentPosition(org.mockito.invocation.InvocationOnMock)	length	Array	SOURCE
org.mockito.internal.stubbing.answers.ReturnsArgumentAt	inferWantedArgumentPosition(org.mockito.invocation.InvocationOnMock)	wantedArgumentPosition	org.mockito.internal.stubbing.answers.ReturnsArgumentAt	SOURCE
org.mockito.internal.stubbing.answers.ReturnsArgumentAt	validateIndexWithinInvocationRange(org.mockito.invocation.InvocationOnMock,int)	wantedArgumentPosition	org.mockito.internal.stubbing.answers.ReturnsArgumentAt	SOURCE
org.mockito.internal.stubbing.answers.ReturnsArgumentAt	validateIndexWithinInvocationRange(org.mockito.invocation.InvocationOnMock,int)	LAST_ARGUMENT	org.mockito.internal.stubbing.answers.ReturnsArgumentAt	SOURCE
org.mockito.internal.stubbing.answers.ReturnsArgumentAt	validateIndexWithinInvocationRange(org.mockito.invocation.InvocationOnMock,int)	wantedArgumentPosition	org.mockito.internal.stubbing.answers.ReturnsArgumentAt	SOURCE
org.mockito.internal.stubbing.answers.ReturnsArgumentAt	validateArgumentTypeCompatibility(org.mockito.invocation.Invocation,int)	wantedArgumentPosition	org.mockito.internal.stubbing.answers.ReturnsArgumentAt	SOURCE
org.mockito.internal.stubbing.answers.ReturnsArgumentAt	wantedArgIndexIsVarargAndSameTypeAsReturnType(java.lang.reflect.Method,int)	length	Array	SOURCE
org.mockito.internal.stubbing.answers.ReturnsArgumentAt	wantedArgumentPositionIsValidForInvocation(org.mockito.invocation.InvocationOnMock,int)	length	Array	SOURCE
org.mockito.internal.stubbing.answers.ReturnsArgumentAt	inferArgumentType(org.mockito.invocation.Invocation,int)	length	Array	SOURCE
org.mockito.internal.stubbing.answers.AnswersWithDelay	AnswersWithDelay(long,org.mockito.stubbing.Answer)	sleepyTime	org.mockito.internal.stubbing.answers.AnswersWithDelay	SOURCE
org.mockito.internal.stubbing.answers.AnswersWithDelay	AnswersWithDelay(long,org.mockito.stubbing.Answer)	this	org.mockito.internal.stubbing.answers.AnswersWithDelay	SOURCE
org.mockito.internal.stubbing.answers.AnswersWithDelay	AnswersWithDelay(long,org.mockito.stubbing.Answer)	answer	org.mockito.internal.stubbing.answers.AnswersWithDelay	SOURCE
org.mockito.internal.stubbing.answers.AnswersWithDelay	AnswersWithDelay(long,org.mockito.stubbing.Answer)	this	org.mockito.internal.stubbing.answers.AnswersWithDelay	SOURCE
org.mockito.internal.stubbing.answers.AnswersWithDelay	answer(org.mockito.invocation.InvocationOnMock)	sleepyTime	org.mockito.internal.stubbing.answers.AnswersWithDelay	SOURCE
org.mockito.internal.stubbing.answers.AnswersWithDelay	answer(org.mockito.invocation.InvocationOnMock)	answer	org.mockito.internal.stubbing.answers.AnswersWithDelay	SOURCE
org.mockito.internal.stubbing.answers.AnswersWithDelay	validateFor(org.mockito.invocation.InvocationOnMock)	answer	org.mockito.internal.stubbing.answers.AnswersWithDelay	SOURCE
org.mockito.internal.stubbing.answers.AnswersWithDelay	validateFor(org.mockito.invocation.InvocationOnMock)	answer	org.mockito.internal.stubbing.answers.AnswersWithDelay	SOURCE
org.mockito.internal.stubbing.answers.AbstractThrowsException	answer(org.mockito.invocation.InvocationOnMock)	filter	org.mockito.internal.stubbing.answers.AbstractThrowsException	SOURCE
org.mockito.internal.exceptions.stacktrace.ConditionalStackTraceFilter	filter(java.lang.Throwable)	config	org.mockito.internal.exceptions.stacktrace.ConditionalStackTraceFilter	SOURCE
org.mockito.internal.exceptions.stacktrace.ConditionalStackTraceFilter	filter(java.lang.Throwable)	filter	org.mockito.internal.exceptions.stacktrace.ConditionalStackTraceFilter	SOURCE
org.mockito.internal.exceptions.stacktrace.StackTraceFilter	JAVA_LANG_ACCESS	JAVA_LANG_ACCESS	org.mockito.internal.exceptions.stacktrace.StackTraceFilter	SOURCE
org.mockito.internal.exceptions.stacktrace.StackTraceFilter	GET_STACK_TRACE_ELEMENT	GET_STACK_TRACE_ELEMENT	org.mockito.internal.exceptions.stacktrace.StackTraceFilter	SOURCE
org.mockito.internal.exceptions.stacktrace.StackTraceFilter	null	class	java.lang.Throwable	SOURCE
org.mockito.internal.exceptions.stacktrace.StackTraceFilter	null	class	null	SOURCE
org.mockito.internal.exceptions.stacktrace.StackTraceFilter	filter(java.lang.StackTraceElement[],boolean)	CLEANER	org.mockito.internal.exceptions.stacktrace.StackTraceFilter	SOURCE
org.mockito.internal.exceptions.stacktrace.StackTraceFilter	filterFirst(java.lang.Throwable,boolean)	GET_STACK_TRACE_ELEMENT	org.mockito.internal.exceptions.stacktrace.StackTraceFilter	SOURCE
org.mockito.internal.exceptions.stacktrace.StackTraceFilter	filterFirst(java.lang.Throwable,boolean)	GET_STACK_TRACE_ELEMENT	org.mockito.internal.exceptions.stacktrace.StackTraceFilter	SOURCE
org.mockito.internal.exceptions.stacktrace.StackTraceFilter	filterFirst(java.lang.Throwable,boolean)	JAVA_LANG_ACCESS	org.mockito.internal.exceptions.stacktrace.StackTraceFilter	SOURCE
org.mockito.internal.exceptions.stacktrace.StackTraceFilter	filterFirst(java.lang.Throwable,boolean)	CLEANER	org.mockito.internal.exceptions.stacktrace.StackTraceFilter	SOURCE
org.mockito.internal.exceptions.stacktrace.StackTraceFilter	filterFirst(java.lang.Throwable,boolean)	CLEANER	org.mockito.internal.exceptions.stacktrace.StackTraceFilter	SOURCE
org.mockito.internal.exceptions.stacktrace.StackTraceFilter	findSourceFile(java.lang.StackTraceElement[],java.lang.String)	CLEANER	org.mockito.internal.exceptions.stacktrace.StackTraceFilter	SOURCE
org.mockito.internal.stubbing.answers.ThrowsExceptionForClassType	ThrowsExceptionForClassType(java.lang.Class)	throwableClass	org.mockito.internal.stubbing.answers.ThrowsExceptionForClassType	SOURCE
org.mockito.internal.stubbing.answers.ThrowsExceptionForClassType	ThrowsExceptionForClassType(java.lang.Class)	this	org.mockito.internal.stubbing.answers.ThrowsExceptionForClassType	SOURCE
org.mockito.internal.stubbing.answers.ThrowsExceptionForClassType	getThrowable()	throwableClass	org.mockito.internal.stubbing.answers.ThrowsExceptionForClassType	SOURCE
org.mockito.internal.stubbing.answers.ClonesArguments	answer(org.mockito.invocation.InvocationOnMock)	length	Array	SOURCE
org.mockito.internal.stubbing.answers.ThrowsException	ThrowsException(java.lang.Throwable)	throwable	org.mockito.internal.stubbing.answers.ThrowsException	SOURCE
org.mockito.internal.stubbing.answers.ThrowsException	ThrowsException(java.lang.Throwable)	this	org.mockito.internal.stubbing.answers.ThrowsException	SOURCE
org.mockito.internal.stubbing.answers.ThrowsException	getThrowable()	throwable	org.mockito.internal.stubbing.answers.ThrowsException	SOURCE
org.mockito.internal.stubbing.answers.InvocationInfo	InvocationInfo(org.mockito.invocation.InvocationOnMock)	method	org.mockito.internal.stubbing.answers.InvocationInfo	SOURCE
org.mockito.internal.stubbing.answers.InvocationInfo	InvocationInfo(org.mockito.invocation.InvocationOnMock)	this	org.mockito.internal.stubbing.answers.InvocationInfo	SOURCE
org.mockito.internal.stubbing.answers.InvocationInfo	InvocationInfo(org.mockito.invocation.InvocationOnMock)	invocation	org.mockito.internal.stubbing.answers.InvocationInfo	SOURCE
org.mockito.internal.stubbing.answers.InvocationInfo	InvocationInfo(org.mockito.invocation.InvocationOnMock)	this	org.mockito.internal.stubbing.answers.InvocationInfo	SOURCE
org.mockito.internal.stubbing.answers.InvocationInfo	isValidException(java.lang.Throwable)	method	org.mockito.internal.stubbing.answers.InvocationInfo	SOURCE
org.mockito.internal.stubbing.answers.InvocationInfo	isValidReturnType(java.lang.Class)	method	org.mockito.internal.stubbing.answers.InvocationInfo	SOURCE
org.mockito.internal.stubbing.answers.InvocationInfo	isValidReturnType(java.lang.Class)	method	org.mockito.internal.stubbing.answers.InvocationInfo	SOURCE
org.mockito.internal.stubbing.answers.InvocationInfo	isValidReturnType(java.lang.Class)	method	org.mockito.internal.stubbing.answers.InvocationInfo	SOURCE
org.mockito.internal.stubbing.answers.InvocationInfo	isVoid()	invocation	org.mockito.internal.stubbing.answers.InvocationInfo	SOURCE
org.mockito.internal.stubbing.answers.InvocationInfo	isVoid()	method	org.mockito.internal.stubbing.answers.InvocationInfo	SOURCE
org.mockito.internal.stubbing.answers.InvocationInfo	isVoid()	this	org.mockito.internal.stubbing.answers.InvocationInfo	SOURCE
org.mockito.internal.stubbing.answers.InvocationInfo	isVoid()	TYPE	java.lang.Void	SOURCE
org.mockito.internal.stubbing.answers.InvocationInfo	isVoid()	class	java.lang.Void	SOURCE
org.mockito.internal.stubbing.answers.InvocationInfo	printMethodReturnType()	method	org.mockito.internal.stubbing.answers.InvocationInfo	SOURCE
org.mockito.internal.stubbing.answers.InvocationInfo	getMethodName()	method	org.mockito.internal.stubbing.answers.InvocationInfo	SOURCE
org.mockito.internal.stubbing.answers.InvocationInfo	returnsPrimitive()	method	org.mockito.internal.stubbing.answers.InvocationInfo	SOURCE
org.mockito.internal.stubbing.answers.InvocationInfo	getMethod()	method	org.mockito.internal.stubbing.answers.InvocationInfo	SOURCE
org.mockito.internal.stubbing.answers.InvocationInfo	isDeclaredOnInterface()	method	org.mockito.internal.stubbing.answers.InvocationInfo	SOURCE
org.mockito.internal.stubbing.answers.InvocationInfo	isAbstract()	method	org.mockito.internal.stubbing.answers.InvocationInfo	SOURCE
org.mockito.internal.stubbing.answers.InvocationInfo	isAbstract()	ABSTRACT	java.lang.reflect.Modifier	SOURCE
org.mockito.internal.stubbing.answers.ReturnsElementsOf	ReturnsElementsOf(java.util.Collection)	elements	org.mockito.internal.stubbing.answers.ReturnsElementsOf	SOURCE
org.mockito.internal.stubbing.answers.ReturnsElementsOf	ReturnsElementsOf(java.util.Collection)	this	org.mockito.internal.stubbing.answers.ReturnsElementsOf	SOURCE
org.mockito.internal.stubbing.answers.ReturnsElementsOf	answer(org.mockito.invocation.InvocationOnMock)	elements	org.mockito.internal.stubbing.answers.ReturnsElementsOf	SOURCE
org.mockito.internal.stubbing.answers.ReturnsElementsOf	answer(org.mockito.invocation.InvocationOnMock)	elements	org.mockito.internal.stubbing.answers.ReturnsElementsOf	SOURCE
org.mockito.internal.stubbing.answers.ReturnsElementsOf	answer(org.mockito.invocation.InvocationOnMock)	elements	org.mockito.internal.stubbing.answers.ReturnsElementsOf	SOURCE
org.mockito.internal.creation.MockSettingsImpl	serializable(org.mockito.mock.SerializableMode)	serializableMode	org.mockito.internal.creation.settings.CreationSettings	SOURCE
org.mockito.internal.creation.MockSettingsImpl	serializable(org.mockito.mock.SerializableMode)	this	org.mockito.internal.creation.MockSettingsImpl	SOURCE
org.mockito.internal.creation.MockSettingsImpl	serializable(org.mockito.mock.SerializableMode)	this	org.mockito.internal.creation.MockSettingsImpl	SOURCE
org.mockito.internal.creation.MockSettingsImpl	extraInterfaces(java.lang.Class[])	length	Array	SOURCE
org.mockito.internal.creation.MockSettingsImpl	extraInterfaces(java.lang.Class[])	extraInterfaces	org.mockito.internal.creation.settings.CreationSettings	SOURCE
org.mockito.internal.creation.MockSettingsImpl	extraInterfaces(java.lang.Class[])	this	org.mockito.internal.creation.MockSettingsImpl	SOURCE
org.mockito.internal.creation.MockSettingsImpl	extraInterfaces(java.lang.Class[])	this	org.mockito.internal.creation.MockSettingsImpl	SOURCE
org.mockito.internal.creation.MockSettingsImpl	getMockName()	mockName	org.mockito.internal.creation.settings.CreationSettings	SOURCE
org.mockito.internal.creation.MockSettingsImpl	getExtraInterfaces()	extraInterfaces	org.mockito.internal.creation.settings.CreationSettings	SOURCE
org.mockito.internal.creation.MockSettingsImpl	getSpiedInstance()	spiedInstance	org.mockito.internal.creation.settings.CreationSettings	SOURCE
org.mockito.internal.creation.MockSettingsImpl	name(java.lang.String)	name	org.mockito.internal.creation.settings.CreationSettings	SOURCE
org.mockito.internal.creation.MockSettingsImpl	name(java.lang.String)	this	org.mockito.internal.creation.MockSettingsImpl	SOURCE
org.mockito.internal.creation.MockSettingsImpl	name(java.lang.String)	this	org.mockito.internal.creation.MockSettingsImpl	SOURCE
org.mockito.internal.creation.MockSettingsImpl	spiedInstance(java.lang.Object)	spiedInstance	org.mockito.internal.creation.settings.CreationSettings	SOURCE
org.mockito.internal.creation.MockSettingsImpl	spiedInstance(java.lang.Object)	this	org.mockito.internal.creation.MockSettingsImpl	SOURCE
org.mockito.internal.creation.MockSettingsImpl	spiedInstance(java.lang.Object)	this	org.mockito.internal.creation.MockSettingsImpl	SOURCE
org.mockito.internal.creation.MockSettingsImpl	defaultAnswer(org.mockito.stubbing.Answer)	defaultAnswer	org.mockito.internal.creation.settings.CreationSettings	SOURCE
org.mockito.internal.creation.MockSettingsImpl	defaultAnswer(org.mockito.stubbing.Answer)	this	org.mockito.internal.creation.MockSettingsImpl	SOURCE
org.mockito.internal.creation.MockSettingsImpl	defaultAnswer(org.mockito.stubbing.Answer)	this	org.mockito.internal.creation.MockSettingsImpl	SOURCE
org.mockito.internal.creation.MockSettingsImpl	getDefaultAnswer()	defaultAnswer	org.mockito.internal.creation.settings.CreationSettings	SOURCE
org.mockito.internal.creation.MockSettingsImpl	stubOnly()	stubOnly	org.mockito.internal.creation.settings.CreationSettings	SOURCE
org.mockito.internal.creation.MockSettingsImpl	stubOnly()	this	org.mockito.internal.creation.MockSettingsImpl	SOURCE
org.mockito.internal.creation.MockSettingsImpl	stubOnly()	this	org.mockito.internal.creation.MockSettingsImpl	SOURCE
org.mockito.internal.creation.MockSettingsImpl	useConstructor(java.lang.Object[])	useConstructor	org.mockito.internal.creation.MockSettingsImpl	SOURCE
org.mockito.internal.creation.MockSettingsImpl	useConstructor(java.lang.Object[])	this	org.mockito.internal.creation.MockSettingsImpl	SOURCE
org.mockito.internal.creation.MockSettingsImpl	useConstructor(java.lang.Object[])	constructorArgs	org.mockito.internal.creation.MockSettingsImpl	SOURCE
org.mockito.internal.creation.MockSettingsImpl	useConstructor(java.lang.Object[])	this	org.mockito.internal.creation.MockSettingsImpl	SOURCE
org.mockito.internal.creation.MockSettingsImpl	useConstructor(java.lang.Object[])	this	org.mockito.internal.creation.MockSettingsImpl	SOURCE
org.mockito.internal.creation.MockSettingsImpl	outerInstance(java.lang.Object)	outerClassInstance	org.mockito.internal.creation.MockSettingsImpl	SOURCE
org.mockito.internal.creation.MockSettingsImpl	outerInstance(java.lang.Object)	this	org.mockito.internal.creation.MockSettingsImpl	SOURCE
org.mockito.internal.creation.MockSettingsImpl	outerInstance(java.lang.Object)	this	org.mockito.internal.creation.MockSettingsImpl	SOURCE
org.mockito.internal.creation.MockSettingsImpl	withoutAnnotations()	stripAnnotations	org.mockito.internal.creation.settings.CreationSettings	SOURCE
org.mockito.internal.creation.MockSettingsImpl	withoutAnnotations()	this	org.mockito.internal.creation.MockSettingsImpl	SOURCE
org.mockito.internal.creation.MockSettingsImpl	isUsingConstructor()	useConstructor	org.mockito.internal.creation.MockSettingsImpl	SOURCE
org.mockito.internal.creation.MockSettingsImpl	getOuterClassInstance()	outerClassInstance	org.mockito.internal.creation.MockSettingsImpl	SOURCE
org.mockito.internal.creation.MockSettingsImpl	getConstructorArgs()	outerClassInstance	org.mockito.internal.creation.MockSettingsImpl	SOURCE
org.mockito.internal.creation.MockSettingsImpl	getConstructorArgs()	constructorArgs	org.mockito.internal.creation.MockSettingsImpl	SOURCE
org.mockito.internal.creation.MockSettingsImpl	getConstructorArgs()	length	Array	SOURCE
org.mockito.internal.creation.MockSettingsImpl	getConstructorArgs()	constructorArgs	org.mockito.internal.creation.MockSettingsImpl	SOURCE
org.mockito.internal.creation.MockSettingsImpl	getConstructorArgs()	outerClassInstance	org.mockito.internal.creation.MockSettingsImpl	SOURCE
org.mockito.internal.creation.MockSettingsImpl	getConstructorArgs()	constructorArgs	org.mockito.internal.creation.MockSettingsImpl	SOURCE
org.mockito.internal.creation.MockSettingsImpl	getConstructorArgs()	length	Array	SOURCE
org.mockito.internal.creation.MockSettingsImpl	getConstructorArgs()	constructorArgs	org.mockito.internal.creation.MockSettingsImpl	SOURCE
org.mockito.internal.creation.MockSettingsImpl	isStubOnly()	stubOnly	org.mockito.internal.creation.settings.CreationSettings	SOURCE
org.mockito.internal.creation.MockSettingsImpl	isStubOnly()	this	org.mockito.internal.creation.MockSettingsImpl	SOURCE
org.mockito.internal.creation.MockSettingsImpl	verboseLogging()	class	org.mockito.internal.debugging.VerboseMockInvocationLogger	SOURCE
org.mockito.internal.creation.MockSettingsImpl	verboseLogging()	this	org.mockito.internal.creation.MockSettingsImpl	SOURCE
org.mockito.internal.creation.MockSettingsImpl	invocationListeners(org.mockito.listeners.InvocationListener[])	invocationListeners	org.mockito.internal.creation.settings.CreationSettings	SOURCE
org.mockito.internal.creation.MockSettingsImpl	invocationListeners(org.mockito.listeners.InvocationListener[])	this	org.mockito.internal.creation.MockSettingsImpl	SOURCE
org.mockito.internal.creation.MockSettingsImpl	stubbingLookupListeners(org.mockito.listeners.StubbingLookupListener[])	stubbingLookupListeners	org.mockito.internal.creation.settings.CreationSettings	SOURCE
org.mockito.internal.creation.MockSettingsImpl	stubbingLookupListeners(org.mockito.listeners.StubbingLookupListener[])	this	org.mockito.internal.creation.MockSettingsImpl	SOURCE
org.mockito.internal.creation.MockSettingsImpl	addListeners(T[],java.util.List,java.lang.String)	length	Array	SOURCE
org.mockito.internal.creation.MockSettingsImpl	verificationStartedListeners(org.mockito.listeners.VerificationStartedListener[])	verificationStartedListeners	org.mockito.internal.creation.settings.CreationSettings	SOURCE
org.mockito.internal.creation.MockSettingsImpl	verificationStartedListeners(org.mockito.listeners.VerificationStartedListener[])	this	org.mockito.internal.creation.MockSettingsImpl	SOURCE
org.mockito.internal.creation.MockSettingsImpl	verificationStartedListeners(org.mockito.listeners.VerificationStartedListener[])	this	org.mockito.internal.creation.MockSettingsImpl	SOURCE
org.mockito.internal.creation.MockSettingsImpl	invocationListenersContainsType(java.lang.Class)	invocationListeners	org.mockito.internal.creation.settings.CreationSettings	SOURCE
org.mockito.internal.creation.MockSettingsImpl	getTypeToMock()	typeToMock	org.mockito.internal.creation.settings.CreationSettings	SOURCE
org.mockito.internal.creation.MockSettingsImpl	build(java.lang.Class)	this	org.mockito.internal.creation.MockSettingsImpl	SOURCE
org.mockito.internal.creation.MockSettingsImpl	buildStatic(java.lang.Class)	this	org.mockito.internal.creation.MockSettingsImpl	SOURCE
org.mockito.internal.creation.MockSettingsImpl	lenient()	lenient	org.mockito.internal.creation.settings.CreationSettings	SOURCE
org.mockito.internal.creation.MockSettingsImpl	lenient()	this	org.mockito.internal.creation.MockSettingsImpl	SOURCE
org.mockito.internal.creation.MockSettingsImpl	lenient()	this	org.mockito.internal.creation.MockSettingsImpl	SOURCE
org.mockito.internal.creation.MockSettingsImpl	prepareExtraInterfaces(org.mockito.internal.creation.settings.CreationSettings)	class	java.io.Serializable	SOURCE
org.mockito.internal.creation.SuspendMethod	trimSuspendParameterTypes(java.lang.Class[])	length	Array	SOURCE
org.mockito.internal.creation.SuspendMethod	trimSuspendParameterTypes(java.lang.Class[])	length	Array	SOURCE
org.mockito.internal.creation.SuspendMethod	isContinuationType(java.lang.Class)	KOTLIN_CONTINUATION	org.mockito.internal.creation.SuspendMethod	SOURCE
org.mockito.internal.creation.SuspendMethod	isContinuationType(java.lang.Class)	KOTLIN_EXPERIMENTAL_CONTINUATION	org.mockito.internal.creation.SuspendMethod	SOURCE
org.mockito.internal.creation.DelegatingMethod	DelegatingMethod(java.lang.reflect.Method)	method	org.mockito.internal.creation.DelegatingMethod	SOURCE
org.mockito.internal.creation.DelegatingMethod	DelegatingMethod(java.lang.reflect.Method)	this	org.mockito.internal.creation.DelegatingMethod	SOURCE
org.mockito.internal.creation.DelegatingMethod	DelegatingMethod(java.lang.reflect.Method)	parameterTypes	org.mockito.internal.creation.DelegatingMethod	SOURCE
org.mockito.internal.creation.DelegatingMethod	DelegatingMethod(java.lang.reflect.Method)	this	org.mockito.internal.creation.DelegatingMethod	SOURCE
org.mockito.internal.creation.DelegatingMethod	getExceptionTypes()	method	org.mockito.internal.creation.DelegatingMethod	SOURCE
org.mockito.internal.creation.DelegatingMethod	getJavaMethod()	method	org.mockito.internal.creation.DelegatingMethod	SOURCE
org.mockito.internal.creation.DelegatingMethod	getName()	method	org.mockito.internal.creation.DelegatingMethod	SOURCE
org.mockito.internal.creation.DelegatingMethod	getParameterTypes()	parameterTypes	org.mockito.internal.creation.DelegatingMethod	SOURCE
org.mockito.internal.creation.DelegatingMethod	getReturnType()	method	org.mockito.internal.creation.DelegatingMethod	SOURCE
org.mockito.internal.creation.DelegatingMethod	isVarArgs()	method	org.mockito.internal.creation.DelegatingMethod	SOURCE
org.mockito.internal.creation.DelegatingMethod	isAbstract()	method	org.mockito.internal.creation.DelegatingMethod	SOURCE
org.mockito.internal.creation.DelegatingMethod	isAbstract()	ABSTRACT	java.lang.reflect.Modifier	SOURCE
org.mockito.internal.creation.DelegatingMethod	equals(java.lang.Object)	this	org.mockito.internal.creation.DelegatingMethod	SOURCE
org.mockito.internal.creation.DelegatingMethod	equals(java.lang.Object)	method	org.mockito.internal.creation.DelegatingMethod	SOURCE
org.mockito.internal.creation.DelegatingMethod	equals(java.lang.Object)	method	org.mockito.internal.creation.DelegatingMethod	SOURCE
org.mockito.internal.creation.DelegatingMethod	equals(java.lang.Object)	method	org.mockito.internal.creation.DelegatingMethod	SOURCE
org.mockito.internal.creation.DelegatingMethod	hashCode()	method	org.mockito.internal.creation.DelegatingMethod	SOURCE
org.mockito.internal.creation.bytebuddy.TypeCachingBytecodeGenerator	TypeCachingBytecodeGenerator(org.mockito.internal.creation.bytebuddy.BytecodeGenerator,boolean)	bytecodeGenerator	org.mockito.internal.creation.bytebuddy.TypeCachingBytecodeGenerator	SOURCE
org.mockito.internal.creation.bytebuddy.TypeCachingBytecodeGenerator	TypeCachingBytecodeGenerator(org.mockito.internal.creation.bytebuddy.BytecodeGenerator,boolean)	this	org.mockito.internal.creation.bytebuddy.TypeCachingBytecodeGenerator	SOURCE
