id	class	method	parent	size	flags	nullable	visibility	non-primitive-return	uri
83	org.mockito.internal.util.Primitives	isAssignableFromWrapper(java.lang.Class<?>,java.lang.Class<?>)	0	2	[false, false]	false	public	false	file:///private/tmp/projects/mockito/src/main/java/org/mockito/internal/util/Primitives.java
84	org.mockito.internal.util.Primitives	<T>defaultValue(java.lang.Class<T>)	0	1	[false]	true	public	true	file:///private/tmp/projects/mockito/src/main/java/org/mockito/internal/util/Primitives.java
85	org.mockito.hamcrest.MockitoHamcrest	<T>argThat(org.hamcrest.Matcher<T>)	0	1	[false]	true	public	true	file:///private/tmp/projects/mockito/src/main/java/org/mockito/hamcrest/MockitoHamcrest.java
86	org.mockito.hamcrest.MockitoHamcrest	charThat(org.hamcrest.Matcher<java.lang.Character>)	0	1	[false]	false	public	false	file:///private/tmp/projects/mockito/src/main/java/org/mockito/hamcrest/MockitoHamcrest.java
87	org.mockito.hamcrest.MockitoHamcrest	booleanThat(org.hamcrest.Matcher<java.lang.Boolean>)	0	1	[false]	false	public	false	file:///private/tmp/projects/mockito/src/main/java/org/mockito/hamcrest/MockitoHamcrest.java
88	org.mockito.hamcrest.MockitoHamcrest	byteThat(org.hamcrest.Matcher<java.lang.Byte>)	0	1	[false]	false	public	false	file:///private/tmp/projects/mockito/src/main/java/org/mockito/hamcrest/MockitoHamcrest.java
89	org.mockito.hamcrest.MockitoHamcrest	shortThat(org.hamcrest.Matcher<java.lang.Short>)	0	1	[false]	false	public	false	file:///private/tmp/projects/mockito/src/main/java/org/mockito/hamcrest/MockitoHamcrest.java
90	org.mockito.hamcrest.MockitoHamcrest	intThat(org.hamcrest.Matcher<java.lang.Integer>)	0	1	[false]	false	public	false	file:///private/tmp/projects/mockito/src/main/java/org/mockito/hamcrest/MockitoHamcrest.java
91	org.mockito.hamcrest.MockitoHamcrest	longThat(org.hamcrest.Matcher<java.lang.Long>)	0	1	[false]	false	public	false	file:///private/tmp/projects/mockito/src/main/java/org/mockito/hamcrest/MockitoHamcrest.java
92	org.mockito.hamcrest.MockitoHamcrest	floatThat(org.hamcrest.Matcher<java.lang.Float>)	0	1	[false]	false	public	false	file:///private/tmp/projects/mockito/src/main/java/org/mockito/hamcrest/MockitoHamcrest.java
93	org.mockito.hamcrest.MockitoHamcrest	doubleThat(org.hamcrest.Matcher<java.lang.Double>)	0	1	[false]	false	public	false	file:///private/tmp/projects/mockito/src/main/java/org/mockito/hamcrest/MockitoHamcrest.java
94	org.mockito.hamcrest.MockitoHamcrest	<T>reportMatcher(org.hamcrest.Matcher<T>)	0	1	[false]	false	private	false	file:///private/tmp/projects/mockito/src/main/java/org/mockito/hamcrest/MockitoHamcrest.java
95	org.mockito.internal.progress.MockingProgress	reportOngoingStubbing(org.mockito.stubbing.OngoingStubbing<?>)	0	1	[false]	false	public	false	file:///private/tmp/projects/mockito/src/main/java/org/mockito/internal/progress/MockingProgress.java
96	org.mockito.internal.progress.MockingProgress	pullOngoingStubbing()	0	0	[]	true	public	true	file:///private/tmp/projects/mockito/src/main/java/org/mockito/internal/progress/MockingProgress.java
97	org.mockito.internal.progress.MockingProgress	verificationListeners()	0	0	[]	false	public	true	file:///private/tmp/projects/mockito/src/main/java/org/mockito/internal/progress/MockingProgress.java
98	org.mockito.internal.progress.MockingProgress	verificationStarted(org.mockito.verification.VerificationMode)	0	1	[false]	false	public	false	file:///private/tmp/projects/mockito/src/main/java/org/mockito/internal/progress/MockingProgress.java
99	org.mockito.internal.progress.MockingProgress	pullVerificationMode()	0	0	[]	true	public	true	file:///private/tmp/projects/mockito/src/main/java/org/mockito/internal/progress/MockingProgress.java
100	org.mockito.internal.progress.MockingProgress	stubbingStarted()	0	0	[]	false	public	false	file:///private/tmp/projects/mockito/src/main/java/org/mockito/internal/progress/MockingProgress.java
101	org.mockito.internal.progress.MockingProgress	stubbingCompleted()	0	0	[]	false	public	false	file:///private/tmp/projects/mockito/src/main/java/org/mockito/internal/progress/MockingProgress.java
102	org.mockito.internal.progress.MockingProgress	validateState()	0	0	[]	false	public	false	file:///private/tmp/projects/mockito/src/main/java/org/mockito/internal/progress/MockingProgress.java
103	org.mockito.internal.progress.MockingProgress	reset()	0	0	[]	false	public	false	file:///private/tmp/projects/mockito/src/main/java/org/mockito/internal/progress/MockingProgress.java
104	org.mockito.internal.progress.MockingProgress	resetOngoingStubbing()	0	0	[]	false	public	false	file:///private/tmp/projects/mockito/src/main/java/org/mockito/internal/progress/MockingProgress.java
105	org.mockito.internal.progress.MockingProgress	getArgumentMatcherStorage()	0	0	[]	false	public	true	file:///private/tmp/projects/mockito/src/main/java/org/mockito/internal/progress/MockingProgress.java
106	org.mockito.internal.progress.MockingProgress	mockingStarted(java.lang.Object,org.mockito.mock.MockCreationSettings)	0	2	[false, false]	false	public	false	file:///private/tmp/projects/mockito/src/main/java/org/mockito/internal/progress/MockingProgress.java
107	org.mockito.internal.progress.MockingProgress	mockingStarted(java.lang.Class<?>,org.mockito.mock.MockCreationSettings)	0	2	[false, false]	false	public	false	file:///private/tmp/projects/mockito/src/main/java/org/mockito/internal/progress/MockingProgress.java
108	org.mockito.internal.progress.MockingProgress	addListener(org.mockito.listeners.MockitoListener)	0	1	[false]	false	public	false	file:///private/tmp/projects/mockito/src/main/java/org/mockito/internal/progress/MockingProgress.java
109	org.mockito.internal.progress.MockingProgress	removeListener(org.mockito.listeners.MockitoListener)	0	1	[false]	false	public	false	file:///private/tmp/projects/mockito/src/main/java/org/mockito/internal/progress/MockingProgress.java
110	org.mockito.internal.progress.MockingProgress	setVerificationStrategy(org.mockito.verification.VerificationStrategy)	0	1	[false]	false	public	false	file:///private/tmp/projects/mockito/src/main/java/org/mockito/internal/progress/MockingProgress.java
111	org.mockito.internal.progress.MockingProgress	maybeVerifyLazily(org.mockito.verification.VerificationMode)	0	1	[false]	false	public	true	file:///private/tmp/projects/mockito/src/main/java/org/mockito/internal/progress/MockingProgress.java
112	org.mockito.internal.progress.MockingProgress	clearListeners()	0	0	[]	false	public	false	file:///private/tmp/projects/mockito/src/main/java/org/mockito/internal/progress/MockingProgress.java
113	org.mockito.stubbing.OngoingStubbing	thenReturn(T)	0	1	[true]	false	public	true	file:///private/tmp/projects/mockito/src/main/java/org/mockito/stubbing/OngoingStubbing.java
