kind	class	method	param	index	uri	reason	annotation	rootClass	rootMethod
FIELD	org.mockito.internal.progress.MockingProgressImpl	null	stubbingInProgress	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/progress/MockingProgressImpl.java	ASSIGN_FIELD_NULLABLE	nullable	org.mockito.internal.progress.MockingProgressImpl	stubbingCompleted()
FIELD	org.mockito.internal.progress.MockingProgressImpl	null	stubbingInProgress	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/progress/MockingProgressImpl.java	ASSIGN_FIELD_NULLABLE	nullable	org.mockito.internal.progress.MockingProgressImpl	reset()
FIELD	org.mockito.internal.progress.MockingProgressImpl	null	verificationMode	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/progress/MockingProgressImpl.java	ASSIGN_FIELD_NULLABLE	nullable	org.mockito.internal.progress.MockingProgressImpl	reset()
PARAMETER	org.mockito.internal.util.io.IOUtil	close(java.io.Closeable)	closeable	0	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/util/io/IOUtil.java	PASS_NULLABLE	nullable	org.mockito.internal.util.io.IOUtil	writeText(java.lang.String,java.io.File)
FIELD	org.mockito.internal.util.JavaEightUtil	null	emptyOptional	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/util/JavaEightUtil.java	FIELD_NO_INIT	nullable	org.mockito.internal.util.JavaEightUtil	null
FIELD	org.mockito.internal.util.JavaEightUtil	null	emptyOptionalDouble	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/util/JavaEightUtil.java	FIELD_NO_INIT	nullable	org.mockito.internal.util.JavaEightUtil	null
FIELD	org.mockito.internal.util.JavaEightUtil	null	emptyOptionalInt	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/util/JavaEightUtil.java	FIELD_NO_INIT	nullable	org.mockito.internal.util.JavaEightUtil	null
FIELD	org.mockito.internal.util.JavaEightUtil	null	emptyOptionalLong	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/util/JavaEightUtil.java	FIELD_NO_INIT	nullable	org.mockito.internal.util.JavaEightUtil	null
FIELD	org.mockito.internal.util.JavaEightUtil	null	emptyDuration	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/util/JavaEightUtil.java	FIELD_NO_INIT	nullable	org.mockito.internal.util.JavaEightUtil	null
FIELD	org.mockito.internal.util.JavaEightUtil	null	emptyPeriod	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/util/JavaEightUtil.java	FIELD_NO_INIT	nullable	org.mockito.internal.util.JavaEightUtil	null
FIELD	org.mockito.internal.util.concurrent.WeakConcurrentMap	null	thread	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/util/concurrent/WeakConcurrentMap.java	ASSIGN_FIELD_NULLABLE	nullable	org.mockito.internal.util.concurrent.WeakConcurrentMap	WeakConcurrentMap(boolean)
METHOD	org.mockito.internal.util.concurrent.WeakConcurrentMap	defaultValue(K)	null	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/util/concurrent/WeakConcurrentMap.java	RETURN_NULLABLE	nullable	org.mockito.internal.util.concurrent.WeakConcurrentMap	defaultValue(K)
FIELD	org.mockito.internal.util.concurrent.WeakConcurrentMap$EntryIterator	null	nextEntry	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/util/concurrent/WeakConcurrentMap.java	METHOD_NO_INIT	nullable	org.mockito.internal.util.concurrent.WeakConcurrentMap$EntryIterator	null
FIELD	org.mockito.internal.util.concurrent.WeakConcurrentMap$EntryIterator	null	nextKey	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/util/concurrent/WeakConcurrentMap.java	METHOD_NO_INIT	nullable	org.mockito.internal.util.concurrent.WeakConcurrentMap$EntryIterator	null
FIELD	org.mockito.internal.util.concurrent.WeakConcurrentMap$EntryIterator	null	nextKey	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/util/concurrent/WeakConcurrentMap.java	ASSIGN_FIELD_NULLABLE	nullable	org.mockito.internal.util.concurrent.WeakConcurrentMap$EntryIterator	findNext()
FIELD	org.mockito.internal.util.concurrent.WeakConcurrentMap$EntryIterator	null	nextEntry	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/util/concurrent/WeakConcurrentMap.java	ASSIGN_FIELD_NULLABLE	nullable	org.mockito.internal.util.concurrent.WeakConcurrentMap$EntryIterator	findNext()
FIELD	org.mockito.internal.util.concurrent.WeakConcurrentMap$EntryIterator	null	nextKey	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/util/concurrent/WeakConcurrentMap.java	ASSIGN_FIELD_NULLABLE	nullable	org.mockito.internal.util.concurrent.WeakConcurrentMap$EntryIterator	findNext()
METHOD	org.mockito.internal.util.concurrent.DetachedThreadLocal	initialValue(java.lang.Thread)	null	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/util/concurrent/DetachedThreadLocal.java	RETURN_NULLABLE	nullable	org.mockito.internal.util.concurrent.DetachedThreadLocal	initialValue(java.lang.Thread)
PARAMETER	org.mockito.internal.util.reflection.GenericMetadataSupport	extractRawTypeOf(java.lang.reflect.Type)	type	0	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/util/reflection/GenericMetadataSupport.java	PASS_NULLABLE	nullable	org.mockito.internal.util.reflection.GenericMetadataSupport	extractRawTypeOf(java.lang.reflect.Type)
METHOD	org.mockito.internal.util.reflection.GenericMetadataSupport	getActualTypeArgumentFor(java.lang.reflect.TypeVariable<?>)	null	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/util/reflection/GenericMetadataSupport.java	RETURN_NULLABLE	nullable	org.mockito.internal.util.reflection.GenericMetadataSupport	getActualTypeArgumentFor(java.lang.reflect.TypeVariable<?>)
FIELD	org.mockito.internal.util.reflection.GenericMetadataSupport$TypeVariableReturnType	null	rawType	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/util/reflection/GenericMetadataSupport.java	METHOD_NO_INIT	nullable	org.mockito.internal.util.reflection.GenericMetadataSupport$TypeVariableReturnType	null
FIELD	org.mockito.internal.util.reflection.GenericMetadataSupport$TypeVariableReturnType	null	extraInterfaces	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/util/reflection/GenericMetadataSupport.java	METHOD_NO_INIT	nullable	org.mockito.internal.util.reflection.GenericMetadataSupport$TypeVariableReturnType	null
PARAMETER	org.mockito.internal.util.reflection.GenericMetadataSupport$TypeVariableReturnType	extractActualBoundedTypeOf(java.lang.reflect.Type)	type	0	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/util/reflection/GenericMetadataSupport.java	PASS_NULLABLE	nullable	org.mockito.internal.util.reflection.GenericMetadataSupport$TypeVariableReturnType	extractActualBoundedTypeOf(java.lang.reflect.Type)
FIELD	org.mockito.internal.util.reflection.InstrumentationMemberAccessor	null	INSTRUMENTATION	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/util/reflection/InstrumentationMemberAccessor.java	FIELD_NO_INIT	nullable	org.mockito.internal.util.reflection.InstrumentationMemberAccessor	null
FIELD	org.mockito.internal.util.reflection.InstrumentationMemberAccessor	null	DISPATCHER	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/util/reflection/InstrumentationMemberAccessor.java	FIELD_NO_INIT	nullable	org.mockito.internal.util.reflection.InstrumentationMemberAccessor	null
FIELD	org.mockito.internal.util.reflection.InstrumentationMemberAccessor	null	INITIALIZATION_ERROR	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/util/reflection/InstrumentationMemberAccessor.java	FIELD_NO_INIT	nullable	org.mockito.internal.util.reflection.InstrumentationMemberAccessor	null
FIELD	org.mockito.internal.util.reflection.InstrumentationMemberAccessor	null	INSTRUMENTATION	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/util/reflection/InstrumentationMemberAccessor.java	ASSIGN_FIELD_NULLABLE	nullable	org.mockito.internal.util.reflection.InstrumentationMemberAccessor	null
FIELD	org.mockito.internal.util.reflection.InstrumentationMemberAccessor	null	DISPATCHER	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/util/reflection/InstrumentationMemberAccessor.java	ASSIGN_FIELD_NULLABLE	nullable	org.mockito.internal.util.reflection.InstrumentationMemberAccessor	null
FIELD	org.mockito.internal.util.reflection.InstrumentationMemberAccessor	null	INITIALIZATION_ERROR	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/util/reflection/InstrumentationMemberAccessor.java	ASSIGN_FIELD_NULLABLE	nullable	org.mockito.internal.util.reflection.InstrumentationMemberAccessor	null
PARAMETER	org.mockito.internal.util.reflection.InstrumentationMemberAccessor	assureArguments(java.lang.reflect.AccessibleObject,java.lang.Object,java.lang.Class<?>,java.lang.Object[],java.lang.Class<?>[])	owner	1	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/util/reflection/InstrumentationMemberAccessor.java	PASS_NULLABLE	nullable	org.mockito.internal.util.reflection.InstrumentationMemberAccessor	newInstance(java.lang.reflect.Constructor<?>,java.lang.Object...)
PARAMETER	org.mockito.internal.util.reflection.InstrumentationMemberAccessor	assureArguments(java.lang.reflect.AccessibleObject,java.lang.Object,java.lang.Class<?>,java.lang.Object[],java.lang.Class<?>[])	type	2	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/util/reflection/InstrumentationMemberAccessor.java	PASS_NULLABLE	nullable	org.mockito.internal.util.reflection.InstrumentationMemberAccessor	newInstance(java.lang.reflect.Constructor<?>,java.lang.Object...)
PARAMETER	org.mockito.internal.util.reflection.InstrumentationMemberAccessor	assureArguments(java.lang.reflect.AccessibleObject,java.lang.Object,java.lang.Class<?>,java.lang.Object[],java.lang.Class<?>[])	owner	1	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/util/reflection/InstrumentationMemberAccessor.java	PASS_NULLABLE	nullable	org.mockito.internal.util.reflection.InstrumentationMemberAccessor	invoke(java.lang.reflect.Method,java.lang.Object,java.lang.Object...)
PARAMETER	org.mockito.internal.util.reflection.InstrumentationMemberAccessor	assureArguments(java.lang.reflect.AccessibleObject,java.lang.Object,java.lang.Class<?>,java.lang.Object[],java.lang.Class<?>[])	owner	1	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/util/reflection/InstrumentationMemberAccessor.java	PASS_NULLABLE	nullable	org.mockito.internal.util.reflection.InstrumentationMemberAccessor	get(java.lang.reflect.Field,java.lang.Object)
PARAMETER	org.mockito.internal.util.reflection.InstrumentationMemberAccessor	assureArguments(java.lang.reflect.AccessibleObject,java.lang.Object,java.lang.Class<?>,java.lang.Object[],java.lang.Class<?>[])	owner	1	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/util/reflection/InstrumentationMemberAccessor.java	PASS_NULLABLE	nullable	org.mockito.internal.util.reflection.InstrumentationMemberAccessor	set(java.lang.reflect.Field,java.lang.Object,java.lang.Object)
FIELD	org.mockito.internal.util.reflection.InstanceField	null	fieldReader	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/util/reflection/InstanceField.java	METHOD_NO_INIT	nullable	org.mockito.internal.util.reflection.InstanceField	null
METHOD	org.mockito.internal.framework.DefaultMockitoFramework	getInlineMockMaker()	null	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/framework/DefaultMockitoFramework.java	RETURN_NULLABLE	nullable	org.mockito.internal.framework.DefaultMockitoFramework	getInlineMockMaker()
PARAMETER	org.mockito.internal.framework.DefaultMockitoSession	finishMocking(java.lang.Throwable)	failure	0	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/framework/DefaultMockitoSession.java	PASS_NULLABLE	nullable	org.mockito.internal.framework.DefaultMockitoSession	finishMocking()
METHOD	org.mockito.internal.junit.util.JUnitFailureHacker	getField(java.lang.Class<?>,java.lang.String)	null	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/junit/util/JUnitFailureHacker.java	RETURN_NULLABLE	nullable	org.mockito.internal.junit.util.JUnitFailureHacker	getField(java.lang.Class<?>,java.lang.String)
FIELD	org.mockito.internal.junit.JUnitSessionStore	null	session	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/junit/JUnitSessionStore.java	METHOD_NO_INIT	nullable	org.mockito.internal.junit.JUnitSessionStore	null
METHOD	org.mockito.internal.junit.JUnitSessionStore$1	evaluateSafely(org.junit.runners.model.Statement)	null	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/junit/JUnitSessionStore.java	RETURN_NULLABLE	nullable	org.mockito.internal.junit.JUnitSessionStore$1	evaluateSafely(org.junit.runners.model.Statement)
PARAMETER	org.mockito.internal.junit.VerificationCollectorImpl	append(java.lang.String)	message	0	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/junit/VerificationCollectorImpl.java	PASS_NULLABLE	nullable	org.mockito.internal.junit.VerificationCollectorImpl$VerificationWrapper	verify(org.mockito.internal.verification.api.VerificationData)
FIELD	org.mockito.internal.exceptions.stacktrace.StackTraceFilter	null	JAVA_LANG_ACCESS	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/exceptions/stacktrace/StackTraceFilter.java	FIELD_NO_INIT	nullable	org.mockito.internal.exceptions.stacktrace.StackTraceFilter	null
FIELD	org.mockito.internal.exceptions.stacktrace.StackTraceFilter	null	GET_STACK_TRACE_ELEMENT	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/exceptions/stacktrace/StackTraceFilter.java	FIELD_NO_INIT	nullable	org.mockito.internal.exceptions.stacktrace.StackTraceFilter	null
METHOD	org.mockito.internal.exceptions.stacktrace.StackTraceFilter	filterFirst(java.lang.Throwable,boolean)	null	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/exceptions/stacktrace/StackTraceFilter.java	RETURN_NULLABLE	nullable	org.mockito.internal.exceptions.stacktrace.StackTraceFilter	filterFirst(java.lang.Throwable,boolean)
PARAMETER	org.mockito.internal.verification.VerificationEventImpl	VerificationEventImpl(java.lang.Object,org.mockito.verification.VerificationMode,org.mockito.internal.verification.api.VerificationData,java.lang.Throwable)	cause	3	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/verification/VerificationEventImpl.java	PASS_NULLABLE	nullable	org.mockito.internal.verification.MockAwareVerificationMode	verify(org.mockito.internal.verification.api.VerificationData)
FIELD	org.mockito.internal.verification.SingleRegisteredInvocation	null	invocation	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/verification/SingleRegisteredInvocation.java	FIELD_NO_INIT	nullable	org.mockito.internal.verification.SingleRegisteredInvocation	null
FIELD	org.mockito.internal.verification.SingleRegisteredInvocation	null	invocation	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/verification/SingleRegisteredInvocation.java	ASSIGN_FIELD_NULLABLE	nullable	org.mockito.internal.verification.SingleRegisteredInvocation	removeLast()
FIELD	org.mockito.internal.verification.SingleRegisteredInvocation	null	invocation	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/verification/SingleRegisteredInvocation.java	ASSIGN_FIELD_NULLABLE	nullable	org.mockito.internal.verification.SingleRegisteredInvocation	clear()
FIELD	org.mockito.internal.creation.MockSettingsImpl	null	outerClassInstance	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/creation/MockSettingsImpl.java	FIELD_NO_INIT	nullable	org.mockito.internal.creation.MockSettingsImpl	null
FIELD	org.mockito.internal.creation.MockSettingsImpl	null	constructorArgs	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/creation/MockSettingsImpl.java	FIELD_NO_INIT	nullable	org.mockito.internal.creation.MockSettingsImpl	null
FIELD	org.mockito.internal.creation.bytebuddy.InlineBytecodeGenerator	null	lastException	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/creation/bytebuddy/InlineBytecodeGenerator.java	METHOD_NO_INIT	nullable	org.mockito.internal.creation.bytebuddy.InlineBytecodeGenerator	null
FIELD	org.mockito.internal.creation.bytebuddy.InlineBytecodeGenerator	null	getModule	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/creation/bytebuddy/InlineBytecodeGenerator.java	ASSIGN_FIELD_NULLABLE	nullable	org.mockito.internal.creation.bytebuddy.InlineBytecodeGenerator	InlineBytecodeGenerator(java.lang.instrument.Instrumentation,org.mockito.internal.util.concurrent.WeakConcurrentMap<java.lang.Object,org.mockito.internal.creation.bytebuddy.MockMethodInterceptor>,org.mockito.internal.util.concurrent.DetachedThreadLocal<java.util.Map<java.lang.Class<?>,org.mockito.internal.creation.bytebuddy.MockMethodInterceptor>>,java.util.function.Predicate<java.lang.Class<?>>,org.mockito.internal.creation.bytebuddy.ConstructionCallback)
FIELD	org.mockito.internal.creation.bytebuddy.InlineBytecodeGenerator	null	canRead	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/creation/bytebuddy/InlineBytecodeGenerator.java	ASSIGN_FIELD_NULLABLE	nullable	org.mockito.internal.creation.bytebuddy.InlineBytecodeGenerator	InlineBytecodeGenerator(java.lang.instrument.Instrumentation,org.mockito.internal.util.concurrent.WeakConcurrentMap<java.lang.Object,org.mockito.internal.creation.bytebuddy.MockMethodInterceptor>,org.mockito.internal.util.concurrent.DetachedThreadLocal<java.util.Map<java.lang.Class<?>,org.mockito.internal.creation.bytebuddy.MockMethodInterceptor>>,java.util.function.Predicate<java.lang.Class<?>>,org.mockito.internal.creation.bytebuddy.ConstructionCallback)
FIELD	org.mockito.internal.creation.bytebuddy.InlineBytecodeGenerator	null	redefineModule	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/creation/bytebuddy/InlineBytecodeGenerator.java	ASSIGN_FIELD_NULLABLE	nullable	org.mockito.internal.creation.bytebuddy.InlineBytecodeGenerator	InlineBytecodeGenerator(java.lang.instrument.Instrumentation,org.mockito.internal.util.concurrent.WeakConcurrentMap<java.lang.Object,org.mockito.internal.creation.bytebuddy.MockMethodInterceptor>,org.mockito.internal.util.concurrent.DetachedThreadLocal<java.util.Map<java.lang.Class<?>,org.mockito.internal.creation.bytebuddy.MockMethodInterceptor>>,java.util.function.Predicate<java.lang.Class<?>>,org.mockito.internal.creation.bytebuddy.ConstructionCallback)
FIELD	org.mockito.internal.creation.bytebuddy.InlineBytecodeGenerator	null	lastException	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/creation/bytebuddy/InlineBytecodeGenerator.java	ASSIGN_FIELD_NULLABLE	nullable	org.mockito.internal.creation.bytebuddy.InlineBytecodeGenerator	<T>triggerRetransformation(java.util.Set<java.lang.Class<?>>,boolean)
METHOD	org.mockito.internal.creation.bytebuddy.InlineBytecodeGenerator	transform(java.lang.ClassLoader,java.lang.String,java.lang.Class<?>,java.security.ProtectionDomain,byte[])	null	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/creation/bytebuddy/InlineBytecodeGenerator.java	RETURN_NULLABLE	nullable	org.mockito.internal.creation.bytebuddy.InlineBytecodeGenerator	transform(java.lang.ClassLoader,java.lang.String,java.lang.Class<?>,java.security.ProtectionDomain,byte[])
METHOD	org.mockito.internal.creation.bytebuddy.InlineBytecodeGenerator	transform(java.lang.ClassLoader,java.lang.String,java.lang.Class<?>,java.security.ProtectionDomain,byte[])	null	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/creation/bytebuddy/InlineBytecodeGenerator.java	RETURN_NULLABLE	nullable	org.mockito.internal.creation.bytebuddy.InlineBytecodeGenerator	transform(java.lang.ClassLoader,java.lang.String,java.lang.Class<?>,java.security.ProtectionDomain,byte[])
METHOD	org.mockito.internal.creation.bytebuddy.inject.MockMethodDispatcher	get(java.lang.String,java.lang.Object)	null	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/creation/bytebuddy/inject/MockMethodDispatcher.java	RETURN_NULLABLE	nullable	org.mockito.internal.creation.bytebuddy.inject.MockMethodDispatcher	get(java.lang.String,java.lang.Object)
METHOD	org.mockito.internal.creation.bytebuddy.inject.MockMethodDispatcher	get(java.lang.String,java.lang.Object)	null	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/creation/bytebuddy/inject/MockMethodDispatcher.java	RETURN_NULLABLE	nullable	org.mockito.internal.creation.bytebuddy.inject.MockMethodDispatcher	get(java.lang.String,java.lang.Object)
METHOD	org.mockito.internal.creation.bytebuddy.inject.MockMethodDispatcher	getStatic(java.lang.String,java.lang.Class<?>)	null	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/creation/bytebuddy/inject/MockMethodDispatcher.java	RETURN_NULLABLE	nullable	org.mockito.internal.creation.bytebuddy.inject.MockMethodDispatcher	getStatic(java.lang.String,java.lang.Class<?>)
METHOD	org.mockito.internal.creation.bytebuddy.inject.MockMethodDispatcher	getStatic(java.lang.String,java.lang.Class<?>)	null	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/creation/bytebuddy/inject/MockMethodDispatcher.java	RETURN_NULLABLE	nullable	org.mockito.internal.creation.bytebuddy.inject.MockMethodDispatcher	getStatic(java.lang.String,java.lang.Class<?>)
FIELD	org.mockito.internal.creation.bytebuddy.InlineByteBuddyMockMaker	null	INSTRUMENTATION	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/creation/bytebuddy/InlineByteBuddyMockMaker.java	FIELD_NO_INIT	nullable	org.mockito.internal.creation.bytebuddy.InlineByteBuddyMockMaker	null
FIELD	org.mockito.internal.creation.bytebuddy.InlineByteBuddyMockMaker	null	INITIALIZATION_ERROR	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/creation/bytebuddy/InlineByteBuddyMockMaker.java	FIELD_NO_INIT	nullable	org.mockito.internal.creation.bytebuddy.InlineByteBuddyMockMaker	null
FIELD	org.mockito.internal.creation.bytebuddy.InlineByteBuddyMockMaker	null	INSTRUMENTATION	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/creation/bytebuddy/InlineByteBuddyMockMaker.java	ASSIGN_FIELD_NULLABLE	nullable	org.mockito.internal.creation.bytebuddy.InlineByteBuddyMockMaker	null
FIELD	org.mockito.internal.creation.bytebuddy.InlineByteBuddyMockMaker	null	INITIALIZATION_ERROR	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/creation/bytebuddy/InlineByteBuddyMockMaker.java	ASSIGN_FIELD_NULLABLE	nullable	org.mockito.internal.creation.bytebuddy.InlineByteBuddyMockMaker	null
METHOD	org.mockito.internal.creation.bytebuddy.ConstructionCallback	apply(java.lang.Class<?>,java.lang.Object,java.lang.Object[],java.lang.String[])	null	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/creation/bytebuddy/ConstructionCallback.java	RETURN_NULLABLE	nullable	org.mockito.internal.creation.bytebuddy.InlineByteBuddyMockMaker	InlineByteBuddyMockMaker()
METHOD	org.mockito.internal.creation.bytebuddy.ConstructionCallback	apply(java.lang.Class<?>,java.lang.Object,java.lang.Object[],java.lang.String[])	null	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/creation/bytebuddy/ConstructionCallback.java	RETURN_NULLABLE	nullable	org.mockito.internal.creation.bytebuddy.InlineByteBuddyMockMaker	InlineByteBuddyMockMaker()
METHOD	org.mockito.internal.creation.bytebuddy.InlineByteBuddyMockMaker	<T>doCreateMock(org.mockito.mock.MockCreationSettings<T>,org.mockito.invocation.MockHandler,boolean)	null	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/creation/bytebuddy/InlineByteBuddyMockMaker.java	RETURN_NULLABLE	nullable	org.mockito.internal.creation.bytebuddy.InlineByteBuddyMockMaker	<T>doCreateMock(org.mockito.mock.MockCreationSettings<T>,org.mockito.invocation.MockHandler,boolean)
METHOD	org.mockito.internal.creation.bytebuddy.InlineByteBuddyMockMaker	getHandler(java.lang.Object)	null	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/creation/bytebuddy/InlineByteBuddyMockMaker.java	RETURN_NULLABLE	nullable	org.mockito.internal.creation.bytebuddy.InlineByteBuddyMockMaker	getHandler(java.lang.Object)
METHOD	org.mockito.internal.creation.bytebuddy.InlineByteBuddyMockMaker	makeStandardArgument(java.lang.Class<?>)	null	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/creation/bytebuddy/InlineByteBuddyMockMaker.java	RETURN_NULLABLE	nullable	org.mockito.internal.creation.bytebuddy.InlineByteBuddyMockMaker	makeStandardArgument(java.lang.Class<?>)
PARAMETER	org.mockito.internal.creation.bytebuddy.SubclassBytecodeGenerator	SubclassBytecodeGenerator(org.mockito.internal.creation.bytebuddy.SubclassLoader,net.bytebuddy.implementation.Implementation,net.bytebuddy.matcher.ElementMatcher<? super net.bytebuddy.description.method.MethodDescription>)	readReplace	1	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/creation/bytebuddy/SubclassBytecodeGenerator.java	PASS_NULLABLE	nullable	org.mockito.internal.creation.bytebuddy.SubclassBytecodeGenerator	SubclassBytecodeGenerator(org.mockito.internal.creation.bytebuddy.SubclassLoader)
METHOD	org.mockito.internal.creation.bytebuddy.MockMethodAdvice	enter(java.lang.String,java.lang.Object,java.lang.reflect.Method,java.lang.Object[])	null	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/creation/bytebuddy/MockMethodAdvice.java	RETURN_NULLABLE	nullable	org.mockito.internal.creation.bytebuddy.MockMethodAdvice	enter(java.lang.String,java.lang.Object,java.lang.reflect.Method,java.lang.Object[])
METHOD	org.mockito.internal.creation.bytebuddy.MockMethodAdvice	handle(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])	null	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/creation/bytebuddy/MockMethodAdvice.java	RETURN_NULLABLE	nullable	org.mockito.internal.creation.bytebuddy.MockMethodAdvice	handle(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])
