kind	class	method	param	index	uri	reason	annotation	rootClass	rootMethod
METHOD	org.mockito.internal.creation.bytebuddy.MockMethodAdvice	handleStatic(java.lang.Class<?>,java.lang.reflect.Method,java.lang.Object[])	null	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/creation/bytebuddy/MockMethodAdvice.java	RETURN_NULLABLE	nullable	org.mockito.internal.creation.bytebuddy.MockMethodAdvice	handleStatic(java.lang.Class<?>,java.lang.reflect.Method,java.lang.Object[])
PARAMETER	org.mockito.internal.creation.bytebuddy.MockMethodAdvice	tryInvoke(java.lang.reflect.Method,java.lang.Object,java.lang.Object[])	instance	1	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/creation/bytebuddy/MockMethodAdvice.java	PASS_NULLABLE	nullable	org.mockito.internal.creation.bytebuddy.MockMethodAdvice$StaticMethodCall	invoke()
METHOD	org.mockito.internal.creation.bytebuddy.MockMethodAdvice$ForStatic	enter(java.lang.String,java.lang.Class<?>,java.lang.reflect.Method,java.lang.Object[])	null	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/creation/bytebuddy/MockMethodAdvice.java	RETURN_NULLABLE	nullable	org.mockito.internal.creation.bytebuddy.MockMethodAdvice$ForStatic	enter(java.lang.String,java.lang.Class<?>,java.lang.reflect.Method,java.lang.Object[])
PARAMETER	org.mockito.internal.creation.bytebuddy.SubclassByteBuddyMockMaker	describeClass(java.lang.Object)	instance	0	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/creation/bytebuddy/SubclassByteBuddyMockMaker.java	PASS_NULLABLE	nullable	org.mockito.internal.creation.bytebuddy.SubclassByteBuddyMockMaker	<T>createMock(org.mockito.mock.MockCreationSettings<T>,org.mockito.invocation.MockHandler)
METHOD	org.mockito.internal.creation.bytebuddy.SubclassByteBuddyMockMaker	getHandler(java.lang.Object)	null	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/creation/bytebuddy/SubclassByteBuddyMockMaker.java	RETURN_NULLABLE	nullable	org.mockito.internal.creation.bytebuddy.SubclassByteBuddyMockMaker	getHandler(java.lang.Object)
PARAMETER	org.mockito.creation.instance.InstantiationException	InstantiationException(java.lang.String,java.lang.Throwable)	message	0	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/creation/instance/InstantiationException.java	PASS_NULLABLE	nullable	org.mockito.internal.creation.instance.InstantiatorProviderAdapter$1	<T>newInstance(java.lang.Class<T>)
PARAMETER	org.mockito.creation.instance.InstantiationException	InstantiationException(java.lang.String,java.lang.Throwable)	cause	1	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/creation/instance/InstantiationException.java	PASS_NULLABLE	nullable	org.mockito.internal.creation.instance.ConstructorInstantiator	noMatchingConstructor(java.lang.Class<?>)
PARAMETER	org.mockito.creation.instance.InstantiationException	InstantiationException(java.lang.String,java.lang.Throwable)	cause	1	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/creation/instance/InstantiationException.java	PASS_NULLABLE	nullable	org.mockito.internal.creation.instance.ConstructorInstantiator	multipleMatchingConstructors(java.lang.Class<?>,java.util.List<java.lang.reflect.Constructor<?>>)
PARAMETER	org.mockito.internal.creation.instance.InstantiationException	InstantiationException(java.lang.String,java.lang.Throwable)	message	0	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/creation/instance/InstantiationException.java	PASS_NULLABLE	nullable	org.mockito.internal.creation.instance.InstantiatorProvider2Adapter$1	<T>newInstance(java.lang.Class<T>)
PARAMETER	org.mockito.internal.verification.VerificationDataImpl	VerificationDataImpl(org.mockito.internal.stubbing.InvocationContainerImpl,org.mockito.internal.invocation.InvocationMatcher)	wanted	1	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/verification/VerificationDataImpl.java	PASS_NULLABLE	nullable	org.mockito.internal.MockedStaticImpl	verifyNoMoreInteractions()
PARAMETER	org.mockito.internal.verification.VerificationDataImpl	VerificationDataImpl(org.mockito.internal.stubbing.InvocationContainerImpl,org.mockito.internal.invocation.InvocationMatcher)	wanted	1	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/verification/VerificationDataImpl.java	PASS_NULLABLE	nullable	org.mockito.internal.MockedStaticImpl	verifyNoInteractions()
FIELD	org.mockito.internal.runners.DefaultInternalRunner$1	null	target	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/runners/DefaultInternalRunner.java	FIELD_NO_INIT	nullable	org.mockito.internal.runners.DefaultInternalRunner$1	null
FIELD	org.mockito.internal.runners.DefaultInternalRunner$1	null	mockitoTestListener	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/runners/DefaultInternalRunner.java	FIELD_NO_INIT	nullable	org.mockito.internal.runners.DefaultInternalRunner$1	null
FIELD	org.mockito.internal.runners.DefaultInternalRunner$1$2	null	failure	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/runners/DefaultInternalRunner.java	FIELD_NO_INIT	nullable	org.mockito.internal.runners.DefaultInternalRunner$1$2	null
FIELD	org.mockito.internal.runners.DefaultInternalRunner$1	null	mockitoTestListener	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/runners/DefaultInternalRunner.java	ASSIGN_FIELD_NULLABLE	nullable	org.mockito.internal.runners.DefaultInternalRunner$1$2	testFinished(org.junit.runner.Description)
PARAMETER	org.mockito.plugins.InstantiatorProvider2	getInstantiator(org.mockito.mock.MockCreationSettings<?>)	settings	0	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/plugins/InstantiatorProvider2.java	PASS_NULLABLE	nullable	org.mockito.internal.stubbing.answers.ThrowsExceptionForClassType	getThrowable()
METHOD	org.mockito.internal.stubbing.answers.DoesNothing	answer(org.mockito.invocation.InvocationOnMock)	null	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/stubbing/answers/DoesNothing.java	RETURN_NULLABLE	nullable	org.mockito.internal.stubbing.answers.DoesNothing	answer(org.mockito.invocation.InvocationOnMock)
PARAMETER	org.mockito.plugins.InstantiatorProvider2	getInstantiator(org.mockito.mock.MockCreationSettings<?>)	settings	0	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/plugins/InstantiatorProvider2.java	PASS_NULLABLE	nullable	org.mockito.internal.stubbing.answers.ClonesArguments	answer(org.mockito.invocation.InvocationOnMock)
FIELD	org.mockito.internal.stubbing.OngoingStubbingImpl	null	strictness	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/stubbing/OngoingStubbingImpl.java	METHOD_NO_INIT	nullable	org.mockito.internal.stubbing.OngoingStubbingImpl	null
PARAMETER	org.mockito.stubbing.OngoingStubbing	thenReturn(T)	value	0	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/stubbing/OngoingStubbing.java	PASS_NULLABLE	nullable	org.mockito.internal.stubbing.BaseStubbing	thenReturn(T,T...)
PARAMETER	org.mockito.internal.stubbing.BaseStubbing	thenThrow(java.lang.Throwable)	throwable	0	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/stubbing/BaseStubbing.java	PASS_NULLABLE	nullable	org.mockito.internal.stubbing.BaseStubbing	thenThrow(java.lang.Throwable...)
METHOD	org.mockito.internal.stubbing.BaseStubbing	thenThrow(java.lang.Throwable...)	null	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/stubbing/BaseStubbing.java	RETURN_NULLABLE	nullable	org.mockito.internal.stubbing.BaseStubbing	thenThrow(java.lang.Throwable...)
PARAMETER	org.mockito.internal.stubbing.BaseStubbing	thenThrow(java.lang.Class<? extends java.lang.Throwable>)	throwableType	0	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/stubbing/BaseStubbing.java	PASS_NULLABLE	nullable	org.mockito.internal.stubbing.BaseStubbing	thenThrow(java.lang.Class<? extends java.lang.Throwable>,java.lang.Class<? extends java.lang.Throwable>...)
FIELD	org.mockito.internal.stubbing.defaultanswers.ForwardsInvocations	null	delegatedObject	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/stubbing/defaultanswers/ForwardsInvocations.java	ASSIGN_FIELD_NULLABLE	nullable	org.mockito.internal.stubbing.defaultanswers.ForwardsInvocations	delegatedObject
METHOD	org.mockito.internal.stubbing.defaultanswers.ReturnsSmartNulls$1	apply(java.lang.Class<?>)	null	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/stubbing/defaultanswers/ReturnsSmartNulls.java	RETURN_NULLABLE	nullable	org.mockito.internal.stubbing.defaultanswers.ReturnsSmartNulls$1	apply(java.lang.Class<?>)
METHOD	org.mockito.internal.stubbing.defaultanswers.ReturnsDeepStubs	answer(org.mockito.invocation.InvocationOnMock)	null	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/stubbing/defaultanswers/ReturnsDeepStubs.java	RETURN_NULLABLE	nullable	org.mockito.internal.stubbing.defaultanswers.ReturnsDeepStubs	answer(org.mockito.invocation.InvocationOnMock)
PARAMETER	org.mockito.internal.stubbing.InvocationContainerImpl	addAnswer(org.mockito.stubbing.Answer,boolean,org.mockito.quality.Strictness)	stubbingStrictness	2	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/stubbing/InvocationContainerImpl.java	PASS_NULLABLE	nullable	org.mockito.internal.stubbing.defaultanswers.ReturnsDeepStubs	recordDeepStubAnswer(java.lang.Object,org.mockito.internal.stubbing.InvocationContainerImpl)
METHOD	org.mockito.internal.stubbing.defaultanswers.ReturnsEmptyValues	returnValueFor(java.lang.Class<?>)	null	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/stubbing/defaultanswers/ReturnsEmptyValues.java	RETURN_NULLABLE	nullable	org.mockito.internal.stubbing.defaultanswers.ReturnsEmptyValues	returnValueFor(java.lang.Class<?>)
METHOD	org.mockito.internal.stubbing.defaultanswers.RetrieveGenericsForDefaultAnswers	returnTypeForMockWithCorrectGenerics(org.mockito.invocation.InvocationOnMock,org.mockito.internal.stubbing.defaultanswers.RetrieveGenericsForDefaultAnswers.AnswerCallback)	null	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/stubbing/defaultanswers/RetrieveGenericsForDefaultAnswers.java	RETURN_NULLABLE	nullable	org.mockito.internal.stubbing.defaultanswers.RetrieveGenericsForDefaultAnswers	returnTypeForMockWithCorrectGenerics(org.mockito.invocation.InvocationOnMock,org.mockito.internal.stubbing.defaultanswers.RetrieveGenericsForDefaultAnswers.AnswerCallback)
PARAMETER	org.mockito.internal.stubbing.defaultanswers.RetrieveGenericsForDefaultAnswers$AnswerCallback	apply(java.lang.Class<?>)	type	0	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/stubbing/defaultanswers/RetrieveGenericsForDefaultAnswers.java	PASS_NULLABLE	nullable	org.mockito.internal.stubbing.defaultanswers.RetrieveGenericsForDefaultAnswers	returnTypeForMockWithCorrectGenerics(org.mockito.invocation.InvocationOnMock,org.mockito.internal.stubbing.defaultanswers.RetrieveGenericsForDefaultAnswers.AnswerCallback)
METHOD	org.mockito.internal.stubbing.defaultanswers.RetrieveGenericsForDefaultAnswers	findTypeFromGenericInArguments(org.mockito.invocation.InvocationOnMock,java.lang.reflect.TypeVariable)	null	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/stubbing/defaultanswers/RetrieveGenericsForDefaultAnswers.java	RETURN_NULLABLE	nullable	org.mockito.internal.stubbing.defaultanswers.RetrieveGenericsForDefaultAnswers	findTypeFromGenericInArguments(org.mockito.invocation.InvocationOnMock,java.lang.reflect.TypeVariable)
METHOD	org.mockito.internal.stubbing.defaultanswers.RetrieveGenericsForDefaultAnswers	findTypeFromGenericInArguments(org.mockito.invocation.InvocationOnMock,java.lang.reflect.TypeVariable)	null	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/stubbing/defaultanswers/RetrieveGenericsForDefaultAnswers.java	RETURN_NULLABLE	nullable	org.mockito.internal.stubbing.defaultanswers.RetrieveGenericsForDefaultAnswers	findTypeFromGenericInArguments(org.mockito.invocation.InvocationOnMock,java.lang.reflect.TypeVariable)
METHOD	org.mockito.internal.stubbing.defaultanswers.ReturnsMoreEmptyValues	returnValueFor(java.lang.Class<?>)	null	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/stubbing/defaultanswers/ReturnsMoreEmptyValues.java	RETURN_NULLABLE	nullable	org.mockito.internal.stubbing.defaultanswers.ReturnsMoreEmptyValues	returnValueFor(java.lang.Class<?>)
METHOD	org.mockito.internal.stubbing.defaultanswers.ReturnsMocks$1	apply(java.lang.Class<?>)	null	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/stubbing/defaultanswers/ReturnsMocks.java	RETURN_NULLABLE	nullable	org.mockito.internal.stubbing.defaultanswers.ReturnsMocks$1	apply(java.lang.Class<?>)
PARAMETER	org.mockito.internal.stubbing.answers.Returns	Returns(java.lang.Object)	value	0	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/stubbing/answers/Returns.java	PASS_NULLABLE	nullable	org.mockito.internal.stubbing.StubberImpl	doReturnValues(java.lang.Object...)
PARAMETER	org.mockito.internal.stubbing.answers.ThrowsException	ThrowsException(java.lang.Throwable)	throwable	0	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/stubbing/answers/ThrowsException.java	PASS_NULLABLE	nullable	org.mockito.internal.stubbing.StubberImpl	doThrow(java.lang.Throwable...)
PARAMETER	org.mockito.internal.matchers.apachecommons.EqualsBuilder	reflectionEquals(java.lang.Object,java.lang.Object,boolean,java.lang.Class<?>,java.lang.String[])	reflectUpToClass	3	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/matchers/apachecommons/EqualsBuilder.java	PASS_NULLABLE	nullable	org.mockito.internal.matchers.apachecommons.EqualsBuilder	reflectionEquals(java.lang.Object,java.lang.Object)
PARAMETER	org.mockito.internal.matchers.apachecommons.EqualsBuilder	reflectionEquals(java.lang.Object,java.lang.Object,boolean,java.lang.Class<?>,java.lang.String[])	excludeFields	4	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/matchers/apachecommons/EqualsBuilder.java	PASS_NULLABLE	nullable	org.mockito.internal.matchers.apachecommons.EqualsBuilder	reflectionEquals(java.lang.Object,java.lang.Object)
PARAMETER	org.mockito.internal.matchers.apachecommons.EqualsBuilder	reflectionEquals(java.lang.Object,java.lang.Object,boolean,java.lang.Class<?>,java.lang.String[])	reflectUpToClass	3	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/matchers/apachecommons/EqualsBuilder.java	PASS_NULLABLE	nullable	org.mockito.internal.matchers.apachecommons.EqualsBuilder	reflectionEquals(java.lang.Object,java.lang.Object,java.lang.String[])
PARAMETER	org.mockito.internal.matchers.apachecommons.EqualsBuilder	reflectionEquals(java.lang.Object,java.lang.Object,boolean,java.lang.Class<?>,java.lang.String[])	reflectUpToClass	3	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/matchers/apachecommons/EqualsBuilder.java	PASS_NULLABLE	nullable	org.mockito.internal.matchers.apachecommons.EqualsBuilder	reflectionEquals(java.lang.Object,java.lang.Object,boolean)
PARAMETER	org.mockito.internal.matchers.apachecommons.EqualsBuilder	reflectionEquals(java.lang.Object,java.lang.Object,boolean,java.lang.Class<?>,java.lang.String[])	excludeFields	4	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/matchers/apachecommons/EqualsBuilder.java	PASS_NULLABLE	nullable	org.mockito.internal.matchers.apachecommons.EqualsBuilder	reflectionEquals(java.lang.Object,java.lang.Object,boolean)
PARAMETER	org.mockito.internal.matchers.apachecommons.EqualsBuilder	reflectionEquals(java.lang.Object,java.lang.Object,boolean,java.lang.Class<?>,java.lang.String[])	excludeFields	4	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/matchers/apachecommons/EqualsBuilder.java	PASS_NULLABLE	nullable	org.mockito.internal.matchers.apachecommons.EqualsBuilder	reflectionEquals(java.lang.Object,java.lang.Object,boolean,java.lang.Class<?>)
FIELD	org.mockito.internal.session.DefaultMockitoSessionBuilder	null	name	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/session/DefaultMockitoSessionBuilder.java	FIELD_NO_INIT	nullable	org.mockito.internal.session.DefaultMockitoSessionBuilder	null
FIELD	org.mockito.internal.session.DefaultMockitoSessionBuilder	null	strictness	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/session/DefaultMockitoSessionBuilder.java	FIELD_NO_INIT	nullable	org.mockito.internal.session.DefaultMockitoSessionBuilder	null
FIELD	org.mockito.internal.session.DefaultMockitoSessionBuilder	null	logger	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/internal/session/DefaultMockitoSessionBuilder.java	FIELD_NO_INIT	nullable	org.mockito.internal.session.DefaultMockitoSessionBuilder	null
METHOD	org.mockito.AdditionalMatchers	<T>geq(T)	null	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/AdditionalMatchers.java	RETURN_NULLABLE	nullable	org.mockito.AdditionalMatchers	<T>geq(T)
METHOD	org.mockito.AdditionalMatchers	<T>leq(T)	null	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/AdditionalMatchers.java	RETURN_NULLABLE	nullable	org.mockito.AdditionalMatchers	<T>leq(T)
METHOD	org.mockito.AdditionalMatchers	<T>gt(T)	null	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/AdditionalMatchers.java	RETURN_NULLABLE	nullable	org.mockito.AdditionalMatchers	<T>gt(T)
METHOD	org.mockito.AdditionalMatchers	<T>lt(T)	null	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/AdditionalMatchers.java	RETURN_NULLABLE	nullable	org.mockito.AdditionalMatchers	<T>lt(T)
METHOD	org.mockito.AdditionalMatchers	<T>cmpEq(T)	null	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/AdditionalMatchers.java	RETURN_NULLABLE	nullable	org.mockito.AdditionalMatchers	<T>cmpEq(T)
METHOD	org.mockito.AdditionalMatchers	find(java.lang.String)	null	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/AdditionalMatchers.java	RETURN_NULLABLE	nullable	org.mockito.AdditionalMatchers	find(java.lang.String)
METHOD	org.mockito.AdditionalMatchers	<T>aryEq(T[])	null	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/AdditionalMatchers.java	RETURN_NULLABLE	nullable	org.mockito.AdditionalMatchers	<T>aryEq(T[])
METHOD	org.mockito.AdditionalMatchers	aryEq(short[])	null	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/AdditionalMatchers.java	RETURN_NULLABLE	nullable	org.mockito.AdditionalMatchers	aryEq(short[])
METHOD	org.mockito.AdditionalMatchers	aryEq(long[])	null	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/AdditionalMatchers.java	RETURN_NULLABLE	nullable	org.mockito.AdditionalMatchers	aryEq(long[])
METHOD	org.mockito.AdditionalMatchers	aryEq(int[])	null	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/AdditionalMatchers.java	RETURN_NULLABLE	nullable	org.mockito.AdditionalMatchers	aryEq(int[])
METHOD	org.mockito.AdditionalMatchers	aryEq(float[])	null	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/AdditionalMatchers.java	RETURN_NULLABLE	nullable	org.mockito.AdditionalMatchers	aryEq(float[])
METHOD	org.mockito.AdditionalMatchers	aryEq(double[])	null	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/AdditionalMatchers.java	RETURN_NULLABLE	nullable	org.mockito.AdditionalMatchers	aryEq(double[])
METHOD	org.mockito.AdditionalMatchers	aryEq(char[])	null	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/AdditionalMatchers.java	RETURN_NULLABLE	nullable	org.mockito.AdditionalMatchers	aryEq(char[])
METHOD	org.mockito.AdditionalMatchers	aryEq(byte[])	null	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/AdditionalMatchers.java	RETURN_NULLABLE	nullable	org.mockito.AdditionalMatchers	aryEq(byte[])
METHOD	org.mockito.AdditionalMatchers	aryEq(boolean[])	null	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/AdditionalMatchers.java	RETURN_NULLABLE	nullable	org.mockito.AdditionalMatchers	aryEq(boolean[])
METHOD	org.mockito.AdditionalMatchers	<T>and(T,T)	null	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/AdditionalMatchers.java	RETURN_NULLABLE	nullable	org.mockito.AdditionalMatchers	<T>and(T,T)
METHOD	org.mockito.AdditionalMatchers	<T>or(T,T)	null	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/AdditionalMatchers.java	RETURN_NULLABLE	nullable	org.mockito.AdditionalMatchers	<T>or(T,T)
METHOD	org.mockito.AdditionalMatchers	<T>not(T)	null	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/AdditionalMatchers.java	RETURN_NULLABLE	nullable	org.mockito.AdditionalMatchers	<T>not(T)
FIELD	org.mockito.runners.ConsoleSpammingMockitoJUnitRunner$1	null	warningsCollector	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/runners/ConsoleSpammingMockitoJUnitRunner.java	FIELD_NO_INIT	nullable	org.mockito.runners.ConsoleSpammingMockitoJUnitRunner$1	null
FIELD	org.mockito.runners.VerboseMockitoJUnitRunner$1	null	warningsCollector	null	/Users/nima/Developer/NullAwayFixer/Projects/mockito/src/main/java/org/mockito/runners/VerboseMockitoJUnitRunner.java	FIELD_NO_INIT	nullable	org.mockito.runners.VerboseMockitoJUnitRunner$1	null
